date,Player,playerID,salary,PG,SG,SF,PF,C,GS,SecondsPlayed,Status,Two_PM,Two_PA,Three_PM,Three_PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PFouls,PlusMinus,PPM,Home,TipTime,teamid,OpponentID,Spread,ProjectedTotal,AwayScore,HomeScore,Result,season,gameID
4/18/15,Norris Cole,coleno01,4400,1,0,0,0,0,0,2015,Active,3,7,0,3,2,2,0,3,6,0,1,0,5,12,0.669,0,0.65,19,10,1.655143938,213.7651506,99,106,L,201415,111503
4/18/15,Dante Cunningham,cunnida01,3000,0,0,1,1,0,0,923,Active,1,3,0,0,1,1,2,3,0,1,0,0,1,9,0.75,0,0.65,19,10,0.68206116,205.8780534,99,106,L,201415,111503
4/18/15,Stephen Curry,curryst01,10300,1,1,0,0,0,1,2406,Active,9,12,4,13,4,7,0,4,5,3,0,3,4,20,1.325,1,0.65,10,19,2.971344484,215.6370233,99,106,W,201415,111503
4/18/15,Anthony Davis,davisan02,10900,0,0,0,1,1,1,2405,Active,13,22,0,1,9,10,3,4,1,1,4,5,4,-4,1.319,0,0.65,19,10,3.980748119,190.5008937,99,106,L,201415,111503
4/18/15,DeMar DeRozan,derozde01,7800,0,1,1,0,0,1,2575,Active,6,19,0,1,3,5,2,9,6,1,0,3,3,-2,0.924,1,0.52,28,30,-14.41391226,180,93,86,L,201415,111504
4/18/15,Jared Dudley,dudleja01,3000,0,0,1,1,0,0,738,Active,1,2,0,2,0,0,1,1,1,0,0,0,2,-1,0.5,0,0.79,17,5,10.9006144,209.7230922,91,103,L,201415,111501
4/18/15,Mike Dunleavy,dunlemi02,4500,0,1,0,0,0,1,2075,Active,0,0,3,5,0,0,0,5,4,1,0,2,3,10,0.679,1,0.79,5,17,9.981687698,188.8788132,91,103,W,201415,111501
4/18/15,Monta Ellis,ellismo01,6400,1,1,0,0,0,1,2316,Active,3,12,2,4,4,6,0,0,4,2,1,3,5,-11,0.705,0,0.9,7,11,17.9581825,208.5138137,108,118,L,201415,111502
4/18/15,Tyreke Evans,evansty01,7200,0,1,1,0,0,1,694,Active,0,2,0,0,1,2,0,1,0,0,0,0,0,-12,0.188,0,0.65,19,10,8.646804412,209.2495757,99,106,L,201415,111503
4/18/15,Festus Ezeli,ezelife01,3000,0,0,0,0,1,0,194,Active,0,0,0,0,2,2,0,0,0,0,0,1,0,-4,0.5,1,0.65,10,19,8.56174247,198.3166703,99,106,W,201415,111503
4/18/15,Pau Gasol,gasolpa01,8700,0,0,0,0,1,1,2171,Active,5,14,0,3,0,0,1,12,4,0,3,2,4,13,1.076,1,0.79,5,17,5.050862121,186.861791,91,103,W,201415,111501
4/18/15,Taj Gibson,gibsota01,4600,0,0,0,1,1,0,1476,Active,2,5,0,0,4,6,7,4,1,1,0,2,2,5,0.97,1,0.79,5,17,3.919560885,185.8438406,91,103,W,201415,111501
4/18/15,Drew Gooden,goodedr01,3600,0,0,0,1,0,0,1385,Active,3,9,0,1,0,0,4,6,2,0,1,2,1,4,0.978,0,0.52,30,28,-11.7730083,184.5976198,93,86,W,201415,111504
4/18/15,Eric Gordon,gordoer01,5100,0,1,1,0,0,1,2117,Active,1,7,4,7,2,2,0,2,3,1,0,5,4,-15,0.7,0,0.65,19,10,11.94387121,190.6272711,99,106,L,201415,111503
4/18/15,Marcin Gortat,gortama01,6000,0,0,0,0,1,1,1566,Active,3,6,0,0,2,2,3,5,1,0,0,2,3,2,0.712,0,0.52,30,28,1.221990202,182.3662088,93,86,W,201415,111504
4/18/15,Draymond Green,greendr01,7700,0,0,0,1,1,1,2545,Active,4,8,1,3,4,6,1,11,7,3,2,3,4,23,1.214,1,0.65,10,19,2.276334594,208.4348936,99,106,W,201415,111503
4/18/15,Tyler Hansbrough,hansbty01,3000,0,0,0,1,0,1,753,Active,1,2,0,0,2,2,0,0,0,0,1,1,1,-6,0.423,1,0.52,28,30,-13.05856365,186.6987092,93,86,L,201415,111504
4/18/15,James Harden,hardeja01,10500,1,1,0,0,0,1,2328,Active,3,6,1,5,15,17,0,2,11,1,0,3,1,14,1.167,1,0.9,11,7,10.09942152,217.9727742,108,118,W,201415,111502
4/18/15,Devin Harris,harride01,2000,1,1,0,0,0,0,595,Active,1,1,0,2,0,0,0,2,1,0,0,2,1,3,0.5,0,0.9,7,11,14.96404575,213.5417939,108,118,L,201415,111502
4/18/15,John Henson,hensojo01,3500,0,0,0,0,1,0,1551,Active,5,6,0,0,2,3,5,2,1,1,0,3,1,-12,0.875,0,0.79,17,5,3.815168589,203.4260387,91,103,L,201415,111501
4/18/15,Nene Hilario,hilarne01,4500,0,0,0,0,1,1,1277,Active,6,13,0,0,0,2,7,6,1,1,0,0,1,10,1.583,0,0.52,30,28,-15.31728956,182.1211577,93,86,W,201415,111504
4/18/15,Jrue Holiday,holidjr01,5100,1,1,0,0,0,0,1271,Active,1,5,1,2,0,0,1,1,5,1,0,2,1,-7,0.786,0,0.65,19,10,0.199652174,199.5493264,99,106,L,201415,111503
4/18/15,Dwight Howard,howardw01,7000,0,0,0,0,1,1,1042,Active,5,9,0,0,1,2,0,5,0,1,5,1,5,12,1.691,1,0.9,11,7,17.7607317,224.530321,108,118,W,201415,111502
4/18/15,Andre Iguodala,iguodan01,3900,0,1,1,0,0,0,1878,Active,1,2,1,4,3,6,0,4,3,1,0,0,2,-11,0.645,1,0.65,10,19,8.997381791,212.8478528,99,106,W,201415,111503
4/18/15,Ersan Ilyasova,ilyaser01,5600,0,0,0,1,1,1,1920,Active,5,9,1,5,2,4,2,1,3,2,0,2,1,-13,0.836,0,0.79,17,5,4.67150668,188.0988286,91,103,L,201415,111501
4/18/15,Richard Jefferson,jefferi01,3000,0,0,1,1,0,0,244,Active,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.313,0,0.9,7,11,4.32515563,240,108,118,L,201415,111502
4/18/15,Amir Johnson,johnsam01,4400,0,0,0,1,1,0,2045,Active,8,11,0,1,2,3,2,6,1,0,1,2,3,-1,0.897,1,0.52,28,30,-16.45755108,194.6032835,93,86,L,201415,111504
4/18/15,Terrence Jones,joneste01,5800,0,0,0,1,0,1,2020,Active,6,13,0,2,7,11,4,5,6,1,0,0,3,8,1.213,1,0.9,11,7,0.061465815,229.5593607,108,118,W,201415,111502
4/18/15,Shaun Livingston,livinsh01,3000,1,0,0,0,0,0,782,Active,1,3,0,0,0,0,0,0,0,0,0,1,2,-21,0.115,1,0.65,10,19,12.58565352,207.3214893,99,106,W,201415,111503
4/18/15,Kyle Lowry,lowryky01,7500,1,0,0,0,0,1,2004,Active,2,6,0,4,3,4,2,6,4,1,0,3,6,-9,0.712,1,0.52,28,30,0.061072673,180,93,86,L,201415,111504
4/18/15,O.J. Mayo,mayooj01,4200,1,0,0,0,0,0,1422,Active,0,5,1,2,3,3,0,7,3,1,0,1,2,-3,0.885,0,0.79,17,5,7.447268265,180,91,103,L,201415,111501
4/18/15,Khris Middleton,middlkh01,5700,0,1,1,0,0,1,2068,Active,5,11,2,6,2,2,1,1,1,4,1,1,4,-2,0.956,0,0.79,17,5,16.83635727,180.952354,91,103,L,201415,111501
4/18/15,Nikola Mirotic,mirotni01,4000,0,0,0,1,1,0,809,Active,1,2,1,3,0,0,0,5,1,0,0,1,1,2,0.981,1,0.79,5,17,7.264142263,187.4123867,91,103,W,201415,111501
4/18/15,Joakim Noah,noahjo01,5800,0,0,0,0,1,1,2109,Active,3,5,0,0,0,2,1,10,4,3,1,2,5,6,0.936,1,0.79,5,17,16.23000156,194.6240321,91,103,W,201415,111501
4/18/15,Dirk Nowitzki,nowitdi01,6900,0,0,0,1,1,1,2053,Active,9,13,1,1,3,3,2,6,2,0,0,6,5,-6,1.015,0,0.9,7,11,0.498968009,209.1609471,108,118,L,201415,111502
4/18/15,Zaza Pachulia,pachuza01,5300,0,0,0,0,1,1,1329,Active,3,8,0,0,0,2,3,7,1,1,0,2,4,0,0.955,0,0.79,17,5,18.62781321,197.7446861,91,103,L,201415,111501
4/18/15,Chandler Parsons,parsoch01,6500,0,0,1,1,0,1,2206,Active,5,11,0,4,0,0,0,6,2,0,0,1,1,-16,0.541,0,0.9,7,11,18.0051957,235.1932895,108,118,L,201415,111502
4/18/15,Patrick Patterson,pattepa01,3600,0,0,0,1,1,0,1929,Active,2,3,2,5,0,0,1,4,2,0,0,1,1,-5,0.617,1,0.52,28,30,0.557894819,190.4815628,93,86,L,201415,111504
4/18/15,Paul Pierce,piercpa01,5200,0,0,1,1,0,1,2192,Active,3,3,4,7,2,2,0,4,0,1,1,1,4,6,0.824,0,0.52,30,28,-3.968421487,188.9309165,93,86,W,201415,111504
4/18/15,Quincy Pondexter,pondequ01,4800,0,0,1,0,0,1,2213,Active,4,7,3,7,3,4,0,9,6,2,0,0,5,-4,1.236,0,0.65,19,10,-2.737670943,211.8699331,99,106,L,201415,111503
4/18/15,Otto Porter Jr.,porteot01,3200,0,0,1,1,0,0,2011,Active,2,3,0,2,1,2,2,3,1,2,0,0,1,2,0.493,0,0.52,30,28,2.213209748,180,93,86,W,201415,111504
4/18/15,Pablo Prigioni,prigipa01,3000,1,0,0,0,0,0,1260,Active,1,1,0,3,0,0,0,0,0,2,0,1,4,-5,0.262,1,0.9,11,7,13.64838679,236.3191257,108,118,W,201415,111502
4/18/15,Rajon Rondo,rondora01,6300,1,0,0,0,0,1,1638,Active,6,14,1,2,0,0,0,0,5,0,0,1,2,-24,0.833,0,0.9,7,11,14.62541075,206.6380401,108,118,L,201415,111502
4/18/15,Derrick Rose,rosede01,6700,1,1,0,0,0,1,1634,Active,6,9,3,7,2,2,0,0,7,2,1,4,3,13,1.444,1,0.79,5,17,13.10926904,180,91,103,W,201415,111501
4/18/15,Terrence Ross,rosste01,3400,0,1,1,0,0,1,1324,Active,3,5,0,6,0,0,0,3,0,0,2,0,2,-12,0.625,1,0.52,28,30,-5.474616792,197.7652688,93,86,L,201415,111504
4/18/15,Kevin Seraphin,serapke01,3100,0,0,0,0,1,0,992,Active,5,10,0,0,0,0,0,4,2,1,0,0,2,-6,1.176,0,0.52,30,28,-7.382439333,180,93,86,W,201415,111504
4/18/15,Ramon Sessions,sessira01,3200,1,1,0,0,0,0,996,Active,1,2,1,2,1,2,0,2,1,0,0,0,4,3,0.618,0,0.52,30,28,1.979598755,180,93,86,W,201415,111504
4/18/15,Josh Smith,smithjo03,6100,0,0,1,1,0,0,1520,Active,5,12,0,2,1,4,2,5,1,1,2,4,1,3,1.01,1,0.9,11,7,18.58569481,230.2368644,108,118,W,201415,111502
4/18/15,Tony Snell,snellto01,3000,0,1,1,0,0,0,871,Active,2,3,0,4,0,0,0,2,1,0,2,1,0,-6,0.767,1,0.79,5,17,20,180,91,103,W,201415,111501
4/18/15,Marreese Speights,speigma01,3000,0,0,0,1,1,0,41,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,1,0.65,10,19,12.95435685,192.8593574,99,106,W,201415,111503
4/18/15,Amare Stoudemire,stoudam01,3800,0,0,0,0,1,0,947,Active,2,12,0,0,6,6,1,4,1,0,0,1,3,7,1.078,0,0.9,7,11,9.072558439,229.796645,108,118,L,201415,111502
4/18/15,Jason Terry,terryja01,3700,1,1,0,0,0,1,1549,Active,2,3,4,7,0,0,0,4,1,2,0,2,2,14,1.058,1,0.9,11,7,0.55173773,223.8664444,108,118,W,201415,111502
4/18/15,Klay Thompson,thompkl01,7500,0,1,0,0,0,1,2197,Active,3,11,3,6,6,9,0,1,3,1,2,5,3,-6,0.858,1,0.65,10,19,9.00857929,207.2571211,99,106,W,201415,111503
4/18/15,Jonas Valanciunas,valanjo01,5400,0,0,0,0,1,1,1459,Active,3,7,0,0,0,0,2,6,1,0,0,0,1,-1,0.729,1,0.52,28,30,-5.594732901,180,93,86,L,201415,111504
4/18/15,Greivis Vasquez,vasqugr01,4100,1,0,0,0,0,0,1864,Active,2,2,2,4,0,0,0,2,3,1,0,2,4,0,0.613,1,0.52,28,30,-15.70258809,183.8503547,93,86,L,201415,111504
4/18/15,Charlie Villanueva,villach01,3000,0,0,0,1,0,0,108,Active,0,0,2,3,0,0,0,0,0,0,0,0,2,-2,3.5,0,0.9,7,11,6.541687756,206.4302569,108,118,L,201415,111502
4/18/15,John Wall,walljo01,8600,1,0,0,0,0,1,2620,Active,5,16,0,2,0,0,0,6,8,0,1,1,0,6,0.705,0,0.52,30,28,-8.994486196,188.9933388,93,86,W,201415,111504
4/18/15,Lou Williams,willilo02,5300,1,1,0,0,0,0,1947,Active,2,8,2,8,0,0,1,2,4,2,0,0,0,1,0.773,1,0.52,28,30,-10.53711849,180,93,86,L,201415,111504
4/18/15,Alexis Ajinca,ajincal01,3000,0,0,0,0,1,0,221,Active,3,3,0,0,0,0,0,1,1,1,0,0,1,3,2.688,0,0.65,19,10,2.415263092,188.105191,99,106,L,201415,111503
4/18/15,Al-Farouq Aminu,aminual01,3900,0,0,1,1,0,0,1114,Active,1,2,0,1,0,0,2,4,0,1,2,0,2,3,0.816,0,0.9,7,11,3.013298538,236.8017404,108,118,L,201415,111502
4/18/15,Ryan Anderson,anderry01,3800,0,0,0,1,1,0,1246,Active,0,4,1,2,0,0,2,3,1,0,0,1,4,1,0.512,0,0.65,19,10,11.96650005,194.9088185,99,106,L,201415,111503
4/18/15,Giannis Antetokounmpo,antetgi01,6200,0,0,1,1,0,1,1959,Active,4,12,0,1,4,4,1,4,4,0,0,1,4,-10,0.72,0,0.79,17,5,20,194.0073659,91,103,L,201415,111501
4/18/15,Trevor Ariza,arizatr01,6200,0,0,1,1,0,1,2278,Active,1,4,2,2,4,4,1,10,6,3,0,1,0,7,1.125,1,0.9,11,7,6.69882457,240,108,118,W,201415,111502
4/18/15,Omer Asik,asikom01,4100,0,0,0,0,1,1,1295,Active,0,1,0,0,2,4,2,7,1,1,0,1,3,-18,0.739,0,0.65,19,10,1.909078584,208.3841672,99,106,L,201415,111503
4/18/15,Leandro Barbosa,barbole01,3000,1,1,0,0,0,0,683,Active,0,3,0,0,0,0,2,2,0,0,0,0,1,13,0.455,1,0.65,10,19,15.59690797,211.7983291,99,106,W,201415,111503
4/18/15,J.J. Barea,bareajo01,3100,1,1,0,0,0,0,1311,Active,6,9,0,0,0,0,1,2,4,0,0,1,4,11,0.966,0,0.9,7,11,19.75515189,238.9773158,108,118,L,201415,111502
4/18/15,Harrison Barnes,barneha02,4700,0,0,1,1,0,1,1860,Active,2,5,2,3,2,2,3,5,1,1,0,1,2,18,0.839,1,0.65,10,19,-2.09550082,200.0075761,99,106,W,201415,111503
4/18/15,Jerryd Bayless,bayleje01,3100,1,1,0,0,0,0,1370,Active,4,7,0,0,3,4,0,1,5,0,1,0,4,-12,0.946,0,0.79,17,5,5.228295407,186.67517,91,103,L,201415,111501
4/18/15,Bradley Beal,bealbr01,6500,0,1,0,0,0,1,2853,Active,5,16,1,7,3,5,3,6,6,1,0,4,2,8,0.766,0,0.52,30,28,-11.12668044,180,93,86,W,201415,111504
4/18/15,Andrew Bogut,bogutan01,6300,0,0,0,0,1,1,1814,Active,6,8,0,0,0,2,4,10,5,2,2,1,3,8,1.533,1,0.65,10,19,13.51176359,193.2607893,99,106,W,201415,111503
4/18/15,Corey Brewer,breweco01,3900,0,1,1,0,0,0,1432,Active,2,7,3,4,2,3,0,0,1,0,0,0,3,1,0.75,1,0.9,11,7,12.95104467,227.4590362,108,118,W,201415,111502
4/18/15,Aaron Brooks,brookaa01,4300,1,1,0,0,0,0,1167,Active,1,4,3,5,2,4,1,2,2,0,0,3,3,6,1.039,1,0.79,5,17,11.08326247,191.2466631,91,103,W,201415,111501
4/18/15,Jimmy Butler,butleji01,7400,0,1,1,0,0,1,2088,Active,6,9,2,5,7,8,0,2,6,1,0,2,0,11,1.1,1,0.79,5,17,10.45434357,190.01483,91,103,W,201415,111501
4/18/15,Clint Capela,capelca01,3000,0,0,0,0,1,0,971,Active,3,5,0,0,2,4,1,5,0,0,2,1,3,-4,1.188,1,0.9,11,7,5.631662127,233.8572415,108,118,W,201415,111502
4/18/15,Michael Carter-Williams,cartemi01,6800,1,0,0,0,0,1,2043,Active,4,13,0,0,1,4,0,4,3,2,1,3,1,-7,0.676,0,0.79,17,5,20,197.0659689,91,103,L,201415,111501
4/18/15,Tyson Chandler,chandty01,6600,0,0,0,0,1,1,1869,Active,5,8,0,0,1,2,8,10,0,2,1,2,2,-18,1.29,0,0.9,7,11,16.063606,206.3992414,108,118,L,201415,111502
4/18/15,E'Twaun Moore,mooreet01,2000,0,1,1,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.79,5,17,13.32583036,210.1309341,91,103,W,201415,111501
4/18/15,Lucas Nogueira,noguelu01,3000,0,0,0,1,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.52,28,30,2.280945414,180,93,86,L,201415,111504
4/18/15,Kostas Papanikolaou,papanko01,3000,0,0,1,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,11,7,15.32701216,217.676669,108,118,W,201415,111502
4/18/15,Nazr Mohammed,mohamna01,2000,0,0,0,0,1,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.79,5,17,12.95927176,197.9626633,91,103,W,201415,111501
4/18/15,Luke Babbitt,babbilu01,3000,0,0,1,1,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,19,10,9.617519476,189.4768423,99,106,L,201415,111503
4/18/15,Brandon Rush,rushbr01,2000,0,1,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,10,19,9.505431745,213.6357274,99,106,W,201415,111503
4/18/15,Raymond Felton,feltora01,3300,1,1,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,7,11,1.434401589,229.1179943,108,118,L,201415,111502
4/18/15,Ognjen Kuzmic,kuzmiog01,3000,0,0,0,0,1,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,10,19,11.05344888,192.2781034,99,106,W,201415,111503
4/18/15,David Lee,leeda02,3300,0,0,0,1,1,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,10,19,-1.185344048,192.2468734,99,106,W,201415,111503
4/18/15,Landry Fields,fieldla01,3000,0,1,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.52,28,30,-9.153942033,194.8123327,93,86,L,201415,111504
4/18/15,Cameron Bairstow,bairsca01,3000,0,0,0,1,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.79,5,17,10.25870513,185.6539177,91,103,W,201415,111501
4/18/15,Dwight Powell,poweldw01,3000,0,0,0,1,1,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,7,11,5.485247019,225.2581625,108,118,L,201415,111502
4/18/15,Tyler Ennis,ennisty01,2000,1,1,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,17,5,20,180,91,103,L,201415,111501
4/18/15,Chuck Hayes,hayesch01,3000,0,0,0,1,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.52,28,30,-11.66685035,193.8790685,93,86,L,201415,111504
4/18/15,Bruno Caboclo,cabocbr01,3000,0,0,1,1,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.52,28,30,-2.756259109,197.2651331,93,86,L,201415,111504
4/18/15,James Johnson,johnsja01,3000,0,0,1,1,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.52,28,30,-5.427873775,180,93,86,L,201415,111504
4/18/15,Jimmer Fredette,fredeji01,3000,1,0,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,19,10,4.28915783,188.8360128,99,106,L,201415,111503
4/18/15,Martell Webster,webstma02,2000,0,0,1,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,30,28,-14.92154581,180,93,86,W,201415,111504
4/18/15,DeJuan Blair,blairde01,3000,0,0,0,0,1,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,30,28,-8.422593325,180,93,86,W,201415,111504
4/18/15,Kirk Hinrich,hinriki01,3000,1,0,0,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.79,5,17,19.59598082,191.8125637,91,103,W,201415,111501
4/18/15,Greg Smith,smithgr02,2000,0,0,0,0,1,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,7,11,17.24956407,230.5792089,108,118,L,201415,111502
4/18/15,Nick Johnson,johnsni01,3000,0,1,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,11,7,7.563837992,213.888297,108,118,W,201415,111502
4/18/15,Patrick Beverley,beverpa01,4300,1,1,0,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,11,7,9.683057687,225.0912046,108,118,W,201415,111502
4/18/15,Will Bynum,bynumwi01,2000,1,0,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,30,28,-6.545167422,180,93,86,W,201415,111504
4/18/15,Miles Plumlee,plumlmi01,2000,0,0,0,0,1,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,17,5,2.279390377,180,91,103,L,201415,111501
4/18/15,Damien Inglis,inglida01,3000,0,0,1,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,17,5,4.212587841,205.8972902,91,103,L,201415,111501
4/18/15,James Michael McAdoo,mcadoja01,2000,0,0,0,1,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,10,19,6.424670462,218.1152961,99,106,W,201415,111503
4/18/15,Jorge Gutierrez,gutiejo01,2000,1,0,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,17,5,20,189.1199779,91,103,L,201415,111501
4/18/15,Rasual Butler,butlera01,2000,0,1,0,0,0,0,8,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,30,28,0.502171115,180,93,86,W,201415,111504
4/18/15,Jeff Withey,witheje01,3000,0,0,0,0,1,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,19,10,13.81762278,198.5359558,99,106,L,201415,111503
4/18/15,Donatas Motiejunas,motiedo01,4900,0,0,0,1,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,11,7,3.865218321,228.9531171,108,118,W,201415,111502
4/18/15,Johnny O'Bryant III,obryajo01,2000,0,0,0,1,1,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,17,5,14.52733454,192.102061,91,103,L,201415,111501
4/18/15,Bernard James,jamesbe01,3000,0,0,0,1,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,7,11,15.74333581,236.0157532,108,118,L,201415,111502
4/18/15,Joey Dorsey,dorsejo01,3000,0,0,0,0,1,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,11,7,0.626066821,221.899735,108,118,W,201415,111502
4/18/15,Jabari Parker,parkeja01,4600,0,0,1,1,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,17,5,17.29769355,194.7222454,91,103,L,201415,111501
4/18/15,Kris Humphries,humphkr01,2000,0,0,0,1,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,30,28,-6.903022507,180,93,86,W,201415,111504
4/18/15,Toney Douglas,douglto01,3200,1,0,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,19,10,13.38678277,224.2284766,99,106,L,201415,111503
4/18/15,K.J. McDaniels,mcdankj01,3000,0,1,1,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9,11,7,15.14275346,240,108,118,W,201415,111502
4/18/15,Doug McDermott,mcderdo01,2000,0,0,1,1,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.79,5,17,19.27463511,212.1141997,91,103,W,201415,111501
4/18/15,Garrett Temple,templga01,2000,0,1,1,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,30,28,-9.546951771,180,93,86,W,201415,111504
4/18/15,Greg Stiemsma,stiemgr01,2000,0,0,0,0,1,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.52,28,30,-2.138499483,198.4819789,93,86,L,201415,111504
4/18/15,Justin Holiday,holidju01,2000,0,1,1,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,10,19,8.575031246,224.6240221,99,106,W,201415,111503
4/19/15,Dorell Wright,wrighdo01,2000,0,0,1,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,25,15,18.28255593,182.8523005,86,100,L,201415,111505
4/19/15,Mirza Teletovic,teletmi01,2000,0,0,1,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,3,1,2.346113303,200.9148902,92,99,L,201415,111507
4/19/15,Arron Afflalo,afflaar01,4000,0,1,1,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,25,15,6.784701656,201.3744413,86,100,L,201415,111505
4/19/15,Kyle Anderson,anderky01,3000,1,0,1,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,27,13,20,208.1958102,92,107,L,201415,111508
4/19/15,C.J. Wilcox,wilcocj01,3000,0,1,0,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.94,13,27,16.30451142,187.3409063,92,107,W,201415,111508
4/19/15,Brendan Haywood,haywobr01,2000,0,0,0,0,1,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.63,6,2,5.727147175,221.6699983,100,113,W,201415,111506
4/19/15,Wesley Matthews,matthwe02,4800,0,1,1,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,25,15,4.191877614,180,86,100,L,201415,111505
4/19/15,Russ Smith,smithru01,2000,1,0,0,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.83,15,25,18.53711149,180,86,100,W,201415,111505
4/19/15,Darius Morris,morrida01,2000,1,0,0,0,0,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,3,1,-1.647009136,180,92,99,L,201415,111507
4/19/15,Jerome Jordan,jordaje01,2000,0,0,0,0,1,0,0,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,3,1,-2.117355667,207.8299619,92,99,L,201415,111507
4/19/15,Austin Daye,dayeau01,3000,0,0,1,0,0,0,0,Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.73,1,3,5.959458438,209.7293313,92,99,W,201415,111507
4/19/15,Dahntay Jones,jonesda02,3000,0,1,0,0,0,0,20,Active,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.94,13,27,9.034441403,202.028394,92,107,W,201415,111508
